id,Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
414243,Clay,6.14,64.66,1.31,0.55,39.62,82.97,1170.81,10.46,9.33,Cotton,Sowing,Rabi,Sprinkler,Rainwater,13.28,Yes,90.64,Central,Low
502820,Loamy,5.39,29.47,1.19,2.68,30.6,73.84,1317.94,8.65,15.92,Wheat,Harvest,Rabi,Sprinkler,River,2.39,No,78.19,East,Low
527018,Sandy,6.54,52.18,0.94,1.99,28.56,88.67,2458.27,7.11,15.49,Sugarcane,Sowing,Rabi,Canal,River,3.6,No,118.72,South,Low
37653,Loamy,4.86,30.71,1.33,2.78,37.24,39.69,528.68,4.17,14.38,Cotton,Harvest,Kharif,Sprinkler,Groundwater,12.77,Yes,76.73,East,Low
316880,Silt,6.45,45.14,0.56,2.98,34.91,57.0,691.26,7.86,6.27,Sugarcane,Vegetative,Zaid,Drip,Rainwater,9.66,No,82.58,West,Medium
529536,Silt,7.36,9.65,0.84,1.82,41.39,72.5,1407.77,6.73,14.97,Maize,Vegetative,Zaid,Sprinkler,River,7.46,No,82.36,South,High
361037,Loamy,6.6,42.04,0.4,1.21,21.98,63.91,656.2,9.59,11.49,Potato,Flowering,Kharif,Rainfed,Groundwater,2.31,No,53.71,Central,Medium
360369,Silt,5.45,24.06,0.78,0.65,17.76,69.25,2433.18,6.68,17.27,Cotton,Harvest,Kharif,Canal,River,13.6,No,48.77,South,Medium
543666,Sandy,7.61,24.58,1.11,2.57,24.19,74.01,1133.74,9.9,7.02,Maize,Sowing,Zaid,Sprinkler,Rainwater,12.7,No,74.55,West,Low
40630,Sandy,7.63,47.78,1.34,1.74,31.21,82.81,1729.37,10.76,16.34,Maize,Flowering,Zaid,Rainfed,Reservoir,6.34,Yes,18.98,West,Medium
375350,Sandy,6.44,27.47,1.06,2.26,31.92,43.12,1630.78,6.86,14.43,Wheat,Harvest,Rabi,Drip,River,6.63,No,55.28,North,Low
412748,Silt,7.97,19.06,0.98,0.64,30.29,59.25,1328.68,5.76,5.58,Maize,Flowering,Kharif,Canal,Reservoir,7.35,Yes,73.29,South,Medium
379679,Clay,5.94,63.04,1.59,2.68,15.23,66.72,588.22,8.63,17.45,Cotton,Flowering,Rabi,Rainfed,River,14.67,No,101.29,West,Medium
247556,Loamy,5.14,41.92,1.04,1.94,22.39,77.76,754.68,7.89,13.46,Wheat,Sowing,Rabi,Canal,Groundwater,8.04,No,10.18,South,Low
445867,Silt,7.77,26.2,0.52,1.02,37.34,77.11,1825.68,6.61,15.84,Wheat,Flowering,Kharif,Rainfed,River,6.54,No,6.51,Central,Medium
44064,Clay,7.47,55.7,0.48,1.16,36.18,78.16,1352.86,9.43,4.92,Maize,Harvest,Rabi,Sprinkler,River,14.4,Yes,90.35,North,Low
245284,Loamy,7.81,57.7,1.36,2.78,18.41,27.01,2245.53,7.56,10.42,Cotton,Flowering,Zaid,Drip,Reservoir,8.06,No,82.63,West,Medium
120133,Silt,7.82,48.88,0.73,2.95,27.97,32.71,2424.68,6.3,16.57,Rice,Sowing,Kharif,Canal,Rainwater,3.71,No,10.1,West,Low
247527,Silt,5.14,21.5,1.56,1.53,20.62,49.21,839.19,8.34,2.43,Sugarcane,Harvest,Rabi,Drip,Reservoir,1.86,Yes,85.1,West,Low
211696,Silt,7.77,10.59,0.99,3.13,12.27,74.1,1069.38,10.64,10.24,Rice,Sowing,Rabi,Canal,River,2.48,No,46.58,West,Medium
440491,Loamy,6.39,41.7,0.71,0.57,31.41,38.59,1479.72,5.19,9.12,Maize,Vegetative,Rabi,Canal,Reservoir,7.67,No,22.03,Central,Medium
418046,Sandy,6.61,11.76,1.45,2.34,21.57,51.05,704.83,6.92,19.02,Wheat,Flowering,Kharif,Rainfed,Reservoir,13.05,No,53.85,Central,Medium
266646,Loamy,5.17,12.31,0.78,2.07,37.31,35.45,1663.48,8.23,10.01,Sugarcane,Flowering,Rabi,Canal,Groundwater,10.15,Yes,66.09,South,Medium
497541,Sandy,6.08,55.44,1.47,2.1,32.61,29.45,2076.36,7.79,18.47,Maize,Vegetative,Kharif,Canal,Reservoir,13.76,Yes,18.48,East,Medium
13485,Sandy,5.46,23.59,0.67,2.66,12.02,51.29,632.04,5.78,7.47,Wheat,Vegetative,Zaid,Canal,Groundwater,5.14,No,18.82,Central,Medium
275277,Clay,5.96,19.67,0.35,2.57,26.7,56.55,1631.13,7.53,10.23,Cotton,Vegetative,Kharif,Rainfed,Groundwater,2.52,Yes,84.56,Central,Medium
238155,Loamy,7.89,41.48,0.37,0.7,27.36,73.27,743.81,6.24,14.24,Rice,Harvest,Zaid,Drip,Groundwater,9.34,No,31.21,Central,Low
256776,Silt,6.25,19.87,1.52,0.98,35.17,91.52,2148.48,4.14,6.87,Potato,Flowering,Zaid,Canal,Rainwater,8.86,Yes,103.53,North,Medium
247892,Loamy,5.66,36.48,0.68,3.34,18.84,56.6,1689.06,6.99,9.35,Maize,Flowering,Kharif,Drip,Reservoir,4.16,Yes,66.92,Central,Low
525692,Silt,5.59,58.71,0.97,0.55,34.49,57.34,1375.23,7.51,18.75,Rice,Vegetative,Zaid,Rainfed,Rainwater,11.56,Yes,47.3,East,Medium
306896,Clay,5.13,25.24,0.38,3.11,12.67,45.33,1034.95,6.99,8.32,Wheat,Sowing,Zaid,Rainfed,River,6.38,No,90.38,Central,Low
488453,Silt,6.36,48.33,0.96,1.82,24.53,28.74,2458.63,10.16,11.77,Cotton,Vegetative,Kharif,Rainfed,River,9.65,No,90.47,Central,Medium
546390,Clay,7.53,17.76,0.57,0.57,25.34,51.67,1401.47,4.5,3.35,Rice,Flowering,Kharif,Canal,Reservoir,10.48,No,62.03,South,Medium
525866,Sandy,6.5,52.74,0.81,2.33,35.46,71.52,621.71,7.89,19.45,Maize,Harvest,Rabi,Canal,Groundwater,7.21,No,20.0,South,Low
327949,Silt,6.86,59.14,1.27,0.62,14.72,31.5,2084.4,4.13,10.24,Cotton,Sowing,Zaid,Rainfed,Groundwater,7.43,No,96.98,Central,Low
189068,Loamy,5.5,18.3,1.5,2.7,18.13,36.28,2281.15,7.98,9.7,Cotton,Harvest,Zaid,Rainfed,River,10.3,Yes,89.21,South,Low
155223,Silt,5.21,11.63,0.65,2.41,25.92,26.85,1148.78,10.6,5.95,Maize,Vegetative,Kharif,Canal,River,14.43,Yes,34.11,West,Medium
86933,Silt,6.89,52.21,1.05,0.65,36.15,80.98,1226.57,8.69,17.01,Sugarcane,Flowering,Zaid,Canal,Reservoir,9.04,Yes,36.73,North,Medium
170345,Sandy,5.16,62.47,0.79,0.46,15.7,37.73,861.78,9.07,11.49,Rice,Harvest,Kharif,Sprinkler,Reservoir,13.98,Yes,35.6,West,Low
540404,Loamy,6.83,34.49,0.66,1.51,41.68,38.11,2476.59,9.37,6.57,Cotton,Harvest,Kharif,Rainfed,Groundwater,3.9,Yes,36.0,West,Low
4209,Silt,5.85,31.11,1.15,2.75,40.77,81.33,654.77,8.13,9.43,Maize,Vegetative,Zaid,Drip,Groundwater,4.97,Yes,99.98,East,Low
293329,Clay,5.94,25.92,0.44,0.88,35.01,63.71,982.64,5.17,7.56,Sugarcane,Vegetative,Zaid,Drip,River,7.45,No,102.67,West,Medium
166027,Silt,5.57,10.62,0.36,2.37,22.87,86.06,657.09,9.73,17.91,Rice,Flowering,Kharif,Sprinkler,Groundwater,7.78,Yes,102.72,East,Medium
499281,Sandy,6.16,31.94,0.68,1.65,31.64,57.0,1320.26,9.09,3.08,Potato,Vegetative,Kharif,Rainfed,Groundwater,1.95,No,42.22,North,Medium
44067,Sandy,5.45,28.77,1.37,2.41,31.34,64.91,1791.79,6.43,3.77,Potato,Sowing,Kharif,Rainfed,Rainwater,12.13,No,30.75,West,Medium
141140,Sandy,7.87,13.64,0.66,0.76,28.55,30.92,1479.72,6.18,17.32,Potato,Vegetative,Kharif,Drip,River,10.68,Yes,59.51,West,Medium
57826,Silt,7.67,51.39,0.59,2.41,36.34,41.79,2442.78,10.04,13.83,Wheat,Flowering,Zaid,Canal,Rainwater,11.01,No,30.72,South,Medium
11759,Clay,6.76,46.92,0.31,0.88,19.97,81.75,1739.72,7.63,1.1,Maize,Vegetative,Kharif,Drip,River,11.11,No,82.16,East,Low
532173,Loamy,6.37,53.96,0.67,2.29,15.28,37.2,1242.2,5.7,1.18,Rice,Vegetative,Rabi,Sprinkler,River,2.42,Yes,30.6,North,Low
187826,Sandy,7.77,40.86,0.54,1.09,12.82,57.65,1183.59,6.88,16.82,Sugarcane,Harvest,Rabi,Rainfed,River,4.78,Yes,96.06,South,Low
199103,Clay,5.94,55.49,1.2,3.13,15.23,30.88,2167.36,9.87,3.86,Rice,Harvest,Kharif,Rainfed,River,10.85,No,2.47,South,Low
388876,Sandy,6.49,58.56,0.47,1.48,20.65,81.77,1577.41,5.26,11.18,Wheat,Vegetative,Kharif,Drip,River,4.67,Yes,107.36,Central,Low
311904,Clay,6.52,23.1,1.37,3.26,32.06,46.3,22.85,10.51,16.17,Wheat,Vegetative,Kharif,Sprinkler,Groundwater,4.5,No,68.19,East,High
606495,Sandy,5.95,57.44,0.58,2.49,33.86,40.48,1951.91,6.09,15.26,Cotton,Vegetative,Kharif,Canal,Groundwater,2.43,Yes,100.37,East,Medium
122801,Clay,6.57,47.9,1.57,2.57,33.27,50.96,833.56,9.53,3.99,Wheat,Sowing,Rabi,Canal,Reservoir,12.07,No,118.25,South,Low
463858,Sandy,6.25,10.83,1.56,0.92,34.37,31.07,1336.51,5.27,18.53,Sugarcane,Vegetative,Kharif,Canal,Reservoir,8.03,Yes,33.61,East,High
359857,Loamy,6.06,39.08,0.72,0.73,30.85,31.11,2362.67,5.52,5.07,Sugarcane,Sowing,Kharif,Sprinkler,Groundwater,10.11,No,103.14,West,Low
595439,Silt,5.36,58.64,1.09,1.76,32.49,84.3,1568.88,5.04,14.36,Rice,Flowering,Rabi,Sprinkler,Groundwater,14.17,No,103.64,East,Medium
465061,Clay,5.37,38.05,1.05,2.07,19.62,79.93,2197.58,9.53,7.0,Rice,Vegetative,Kharif,Rainfed,Reservoir,9.05,No,77.72,North,Low
327267,Clay,5.69,12.04,0.57,2.55,27.48,75.77,1336.59,6.59,14.5,Rice,Harvest,Kharif,Sprinkler,Reservoir,10.56,Yes,65.49,South,Low
101479,Loamy,7.2,55.52,0.58,2.29,16.48,85.32,1571.19,6.65,17.17,Cotton,Harvest,Kharif,Sprinkler,Rainwater,7.13,Yes,113.58,Central,Low
91204,Silt,7.05,34.41,1.5,2.21,24.04,47.1,1635.61,4.84,7.18,Maize,Sowing,Zaid,Sprinkler,Rainwater,3.15,No,48.53,East,Low
325016,Loamy,7.03,42.62,0.93,2.97,32.09,44.97,884.03,4.54,5.4,Sugarcane,Sowing,Zaid,Canal,Reservoir,10.36,No,60.85,North,Low
480766,Loamy,5.73,15.92,1.14,2.47,38.97,63.81,556.69,6.13,3.04,Wheat,Vegetative,Kharif,Sprinkler,Groundwater,0.43,Yes,96.9,North,Medium
574702,Clay,7.84,51.17,1.54,0.87,21.41,79.37,786.27,5.84,18.94,Cotton,Flowering,Kharif,Canal,River,2.04,Yes,81.22,East,Low
215990,Sandy,5.73,43.79,1.05,1.1,12.16,79.12,695.4,8.94,14.58,Sugarcane,Sowing,Kharif,Canal,River,2.04,Yes,17.75,East,Low
623924,Clay,5.44,63.85,0.51,0.61,33.48,65.76,1418.19,10.03,1.09,Cotton,Harvest,Zaid,Sprinkler,Groundwater,7.46,Yes,89.51,Central,Low
548697,Silt,5.05,49.88,1.29,1.21,33.04,41.96,49.48,10.69,10.68,Potato,Flowering,Rabi,Drip,Groundwater,3.82,Yes,31.97,West,Medium
84021,Clay,6.54,13.4,1.27,2.0,33.71,43.23,2121.36,10.24,17.87,Sugarcane,Flowering,Zaid,Sprinkler,River,11.89,Yes,91.22,Central,Medium
487540,Loamy,6.52,52.09,0.43,1.09,40.94,54.33,1337.98,4.17,18.49,Potato,Harvest,Kharif,Rainfed,Groundwater,9.08,Yes,31.56,East,Low
250322,Sandy,5.45,24.21,1.39,3.32,32.31,57.94,1717.69,10.49,7.32,Sugarcane,Vegetative,Rabi,Drip,Groundwater,6.6,No,108.33,Central,Medium
331364,Clay,5.53,49.36,0.43,1.72,36.33,37.04,2172.67,5.71,5.84,Wheat,Harvest,Kharif,Sprinkler,Reservoir,11.24,No,78.0,East,Low
184971,Sandy,7.24,64.78,0.38,3.01,13.75,82.21,1723.54,4.15,13.17,Potato,Sowing,Kharif,Rainfed,River,7.14,No,90.64,East,Low
564562,Silt,6.18,44.56,1.3,2.65,38.16,37.4,2163.57,7.51,17.96,Maize,Vegetative,Kharif,Drip,River,1.47,No,19.67,North,Medium
206233,Sandy,8.04,24.67,0.58,2.69,33.49,61.23,692.18,5.43,11.43,Wheat,Vegetative,Zaid,Sprinkler,Rainwater,14.96,No,80.08,East,High
272074,Sandy,5.38,46.86,0.43,1.94,17.3,75.38,1638.49,10.26,19.58,Cotton,Sowing,Kharif,Canal,Rainwater,2.25,Yes,46.51,South,Low
167760,Clay,5.37,13.41,0.43,0.98,20.9,30.88,1744.68,8.99,14.12,Sugarcane,Vegetative,Kharif,Canal,Groundwater,2.62,No,23.77,East,Medium
318755,Clay,6.72,42.74,0.73,0.97,29.33,47.44,1617.35,8.47,14.38,Sugarcane,Flowering,Kharif,Drip,Rainwater,10.3,No,75.38,Central,Medium
553157,Sandy,5.72,31.2,0.68,3.28,35.98,28.58,602.57,7.86,13.07,Maize,Flowering,Rabi,Canal,Rainwater,5.6,No,33.71,Central,Medium
94751,Silt,7.71,32.72,1.1,2.98,12.59,58.21,937.31,8.19,17.68,Maize,Harvest,Kharif,Sprinkler,Groundwater,9.1,Yes,90.1,North,Low
439815,Loamy,5.24,50.52,0.43,2.63,27.55,86.23,1422.22,9.72,4.32,Sugarcane,Sowing,Zaid,Canal,River,6.46,Yes,49.8,West,Low
389900,Silt,5.76,23.44,0.72,2.38,28.59,91.96,2138.59,6.34,4.68,Maize,Flowering,Zaid,Sprinkler,Reservoir,14.41,No,103.03,South,Medium
479539,Loamy,7.32,60.05,0.64,2.95,36.18,38.49,2047.21,7.43,6.9,Rice,Sowing,Zaid,Canal,Reservoir,5.68,Yes,66.06,West,Low
507942,Sandy,7.37,64.81,1.37,0.52,22.4,82.08,2339.4,5.01,1.76,Rice,Vegetative,Zaid,Sprinkler,Groundwater,14.47,Yes,14.64,North,Low
135637,Sandy,7.78,17.15,0.54,2.05,20.47,85.49,171.91,10.29,16.13,Rice,Vegetative,Rabi,Canal,River,0.8,Yes,102.23,Central,High
281679,Clay,5.52,19.38,0.84,2.5,34.19,27.02,1369.39,8.54,11.35,Potato,Flowering,Zaid,Canal,Groundwater,4.6,No,56.02,North,High
468871,Loamy,6.22,26.86,1.08,0.5,22.75,64.01,1806.42,5.45,18.15,Rice,Harvest,Rabi,Drip,Groundwater,13.39,Yes,23.88,South,Low
28293,Clay,6.75,56.13,0.47,1.48,16.72,92.77,1433.63,7.25,8.8,Maize,Vegetative,Rabi,Drip,River,12.96,Yes,9.08,Central,Low
484000,Silt,7.14,21.82,0.68,2.18,32.66,37.34,1375.14,5.19,8.8,Wheat,Flowering,Zaid,Sprinkler,Groundwater,8.88,Yes,81.83,East,Medium
20328,Sandy,7.82,39.05,1.0,1.7,15.35,33.56,2259.77,9.51,6.73,Potato,Vegetative,Zaid,Rainfed,Groundwater,5.14,No,17.31,Central,Low
519062,Sandy,5.36,27.27,1.57,2.17,37.17,44.06,1776.18,9.99,0.86,Sugarcane,Harvest,Rabi,Drip,Reservoir,5.02,No,112.31,South,Low
435973,Sandy,7.58,37.94,0.58,2.63,28.95,50.26,956.4,9.94,12.58,Wheat,Sowing,Kharif,Sprinkler,River,2.27,Yes,56.26,South,Low
332920,Clay,5.05,41.94,1.02,3.45,39.66,71.12,1369.31,4.46,15.02,Wheat,Flowering,Rabi,Sprinkler,Rainwater,11.25,No,45.82,North,Medium
132341,Silt,5.8,58.38,1.35,0.91,17.42,37.36,934.35,7.17,17.78,Sugarcane,Vegetative,Rabi,Drip,Groundwater,7.14,No,38.21,West,Medium
235041,Loamy,5.23,38.74,1.22,0.82,36.12,52.85,2121.36,4.7,14.22,Potato,Harvest,Rabi,Rainfed,Rainwater,11.92,Yes,104.49,Central,Low
276364,Sandy,6.02,12.35,0.66,2.64,24.4,87.16,1568.88,4.11,14.38,Rice,Flowering,Zaid,Canal,Reservoir,13.35,No,50.83,East,Medium
183318,Clay,6.89,57.94,1.09,1.35,26.4,56.55,2263.24,5.99,5.06,Cotton,Harvest,Zaid,Drip,River,11.44,Yes,76.33,East,Low
243825,Silt,7.42,54.59,0.45,1.21,15.7,39.3,652.86,8.23,9.75,Rice,Vegetative,Rabi,Sprinkler,Groundwater,5.57,No,6.51,South,Low
583745,Clay,7.76,41.97,1.48,1.94,18.52,28.88,8.91,9.34,16.71,Rice,Flowering,Zaid,Rainfed,Groundwater,2.15,No,30.62,West,Medium
628949,Silt,7.73,23.92,1.11,2.83,25.23,58.85,1847.35,7.31,17.46,Wheat,Flowering,Zaid,Rainfed,River,9.65,No,2.64,West,Medium
236564,Clay,6.77,22.01,0.34,1.99,16.46,88.92,1495.92,5.49,17.21,Potato,Vegetative,Zaid,Sprinkler,Groundwater,7.86,No,68.62,Central,Medium
530447,Sandy,7.43,63.25,1.27,1.77,16.43,51.2,1630.17,7.95,15.05,Sugarcane,Flowering,Rabi,Canal,River,3.57,Yes,46.75,North,Low
154882,Clay,7.59,47.03,1.47,0.2,38.08,53.37,2041.75,8.05,19.73,Wheat,Vegetative,Kharif,Rainfed,River,3.71,Yes,93.42,Central,Medium
261947,Loamy,5.12,23.48,1.56,1.0,22.16,62.94,1245.72,7.86,11.69,Cotton,Vegetative,Kharif,Sprinkler,River,0.57,No,18.92,East,Medium
95344,Silt,6.86,23.02,1.4,2.09,31.32,50.22,2378.54,5.85,7.42,Potato,Sowing,Rabi,Sprinkler,River,1.06,No,100.35,West,Medium
187784,Clay,6.28,62.1,1.16,3.21,18.74,48.03,1785.99,5.44,8.8,Cotton,Sowing,Rabi,Drip,River,1.65,Yes,111.26,South,Low
73439,Silt,6.7,46.32,1.0,1.84,28.44,55.06,1638.49,5.56,12.78,Sugarcane,Sowing,Kharif,Drip,Reservoir,11.69,Yes,17.53,West,Low
119239,Clay,5.98,12.5,1.03,3.08,14.79,89.19,829.06,10.97,6.46,Potato,Sowing,Zaid,Canal,Reservoir,9.12,No,46.51,East,Low
590665,Clay,6.46,14.17,0.97,1.49,38.97,67.89,1205.37,10.77,16.06,Maize,Flowering,Rabi,Rainfed,Rainwater,2.9,No,105.76,South,High
173831,Sandy,7.03,11.55,0.4,0.26,19.44,31.95,1347.17,4.37,6.05,Wheat,Vegetative,Kharif,Rainfed,Groundwater,8.2,Yes,18.33,East,Medium
450992,Sandy,5.05,58.71,0.8,2.02,38.77,64.28,983.49,5.76,0.79,Sugarcane,Vegetative,Zaid,Sprinkler,Reservoir,5.46,Yes,6.18,West,Low
50475,Clay,6.48,28.16,0.47,2.22,22.87,79.62,2325.71,8.22,13.2,Sugarcane,Harvest,Rabi,Drip,Groundwater,1.0,No,30.95,South,Low
601089,Sandy,6.04,41.61,0.52,3.13,14.72,54.96,2402.73,5.81,3.77,Cotton,Sowing,Rabi,Sprinkler,Rainwater,12.2,No,59.4,East,Low
626499,Loamy,7.03,18.46,1.16,1.76,27.98,93.08,2192.11,8.79,5.05,Maize,Flowering,Kharif,Rainfed,Reservoir,12.26,No,30.68,Central,High
437406,Loamy,6.2,60.48,1.38,1.12,34.8,50.48,1040.13,10.57,2.48,Maize,Flowering,Zaid,Drip,Reservoir,3.82,Yes,51.55,West,Low
162078,Loamy,6.81,10.79,0.34,1.16,37.99,38.31,1515.05,10.31,15.28,Maize,Flowering,Zaid,Drip,Reservoir,6.12,No,51.55,West,High
217168,Clay,5.42,57.3,1.31,3.38,20.6,68.25,1722.7,9.56,19.13,Sugarcane,Vegetative,Zaid,Sprinkler,Rainwater,6.35,Yes,78.02,Central,Low
324659,Clay,7.03,22.32,1.23,0.48,28.91,93.73,803.69,4.88,10.57,Potato,Harvest,Rabi,Sprinkler,Reservoir,9.56,No,111.74,East,Medium
22824,Silt,4.89,58.27,1.12,1.39,35.42,74.08,1254.93,6.68,7.51,Rice,Harvest,Kharif,Canal,Rainwater,12.58,No,90.06,North,Low
406183,Sandy,8.07,13.32,0.71,2.7,18.83,76.97,1602.55,10.46,12.75,Rice,Harvest,Zaid,Canal,Rainwater,12.91,No,30.46,East,Medium
290174,Clay,7.64,63.38,0.81,3.04,28.51,90.89,1797.89,10.55,15.56,Cotton,Flowering,Zaid,Canal,River,11.36,No,76.92,East,Medium
232863,Loamy,7.05,48.02,0.81,2.37,18.75,64.01,2457.12,10.02,12.59,Rice,Flowering,Kharif,Rainfed,Groundwater,5.95,Yes,75.47,North,Low
413707,Clay,5.84,16.41,1.53,2.79,38.23,78.02,234.81,5.58,11.29,Cotton,Vegetative,Zaid,Drip,River,9.92,No,60.81,West,High
332672,Silt,6.77,20.02,1.35,3.06,20.02,35.99,1146.05,9.78,9.75,Maize,Vegetative,Kharif,Drip,River,10.35,Yes,107.0,East,Medium
442942,Loamy,8.14,11.42,0.51,0.35,19.95,64.7,1207.75,10.13,10.5,Sugarcane,Harvest,Rabi,Canal,River,6.31,Yes,72.95,South,Low
416308,Sandy,6.14,46.86,1.27,0.55,19.0,80.37,862.86,7.91,12.96,Wheat,Harvest,Kharif,Drip,Rainwater,1.95,No,19.72,Central,Low
472875,Clay,6.3,40.12,1.19,2.34,12.74,25.32,1527.61,5.4,11.98,Potato,Flowering,Zaid,Drip,Groundwater,14.94,Yes,35.49,South,Low
61262,Clay,6.5,47.94,0.74,1.57,18.8,41.89,2058.78,8.59,17.24,Wheat,Harvest,Rabi,Sprinkler,Reservoir,10.1,Yes,60.21,North,Low
143452,Sandy,7.91,14.41,0.72,0.4,31.24,82.56,154.5,8.13,17.81,Sugarcane,Flowering,Zaid,Canal,Reservoir,0.4,Yes,17.23,West,High
399773,Clay,6.16,19.53,1.2,2.32,28.19,36.56,2047.24,10.78,18.72,Potato,Harvest,Kharif,Sprinkler,Rainwater,3.93,No,43.04,West,Medium
470107,Silt,6.4,23.1,1.41,1.84,17.76,52.42,558.53,5.7,12.46,Maize,Sowing,Rabi,Rainfed,Groundwater,3.82,Yes,114.05,West,Low
526353,Clay,6.56,29.47,1.48,3.27,15.33,91.87,1087.52,6.03,6.18,Wheat,Harvest,Zaid,Sprinkler,River,3.19,No,109.13,Central,Low
599261,Clay,5.72,29.57,1.14,2.32,41.39,72.98,791.01,8.42,5.06,Wheat,Flowering,Zaid,Canal,River,6.12,No,89.87,Central,Medium
434730,Silt,7.49,41.27,0.43,0.74,19.44,85.9,1237.99,5.21,4.32,Potato,Sowing,Kharif,Sprinkler,River,13.29,No,32.8,North,Low
441580,Sandy,6.29,44.98,0.81,3.26,22.01,32.35,638.69,8.94,15.28,Potato,Vegetative,Zaid,Rainfed,Rainwater,6.48,Yes,61.7,Central,Low
562512,Clay,7.49,56.84,0.4,2.0,14.11,57.94,1456.0,5.86,12.45,Potato,Flowering,Rabi,Drip,River,7.97,No,81.16,South,Medium
178543,Loamy,6.21,61.23,1.47,1.4,33.0,45.69,857.91,5.05,4.88,Rice,Sowing,Kharif,Rainfed,Rainwater,2.43,No,4.56,South,Low
123126,Loamy,7.78,56.51,1.35,2.21,40.89,29.7,1470.77,5.11,18.33,Sugarcane,Vegetative,Rabi,Rainfed,River,7.36,Yes,42.08,North,Medium
613169,Clay,5.09,62.83,0.98,2.69,24.1,35.55,2312.13,5.09,1.17,Cotton,Harvest,Zaid,Drip,River,2.88,No,0.3,East,Low
210766,Loamy,4.91,25.23,0.81,2.85,32.49,80.93,1362.48,10.28,3.91,Cotton,Vegetative,Rabi,Sprinkler,Reservoir,1.5,No,30.02,Central,Medium
429377,Clay,7.44,61.05,1.24,2.08,16.85,61.36,1183.59,4.66,9.34,Rice,Vegetative,Zaid,Rainfed,Reservoir,2.82,Yes,16.6,Central,Low
338454,Sandy,6.56,64.6,1.39,1.71,22.21,40.15,2349.7,7.63,1.35,Maize,Vegetative,Zaid,Canal,Reservoir,2.37,Yes,18.57,Central,Low
230863,Clay,8.09,9.01,1.18,1.49,17.78,71.62,1150.41,9.95,13.74,Potato,Vegetative,Zaid,Canal,Groundwater,9.07,No,110.68,East,Medium
592751,Clay,7.63,63.1,1.27,1.21,35.76,50.85,861.78,5.04,9.22,Maize,Harvest,Kharif,Canal,River,6.6,Yes,113.22,South,Low
240659,Loamy,6.54,47.14,0.67,1.99,36.78,78.38,1433.63,10.62,3.63,Maize,Harvest,Zaid,Canal,Groundwater,5.88,No,48.53,East,Low
609273,Sandy,5.23,19.17,0.72,2.12,31.21,86.07,687.78,5.01,11.29,Cotton,Sowing,Zaid,Canal,River,9.77,Yes,30.48,South,Medium
182601,Loamy,6.9,38.2,1.19,0.52,29.57,85.61,1837.7,7.73,1.15,Rice,Harvest,Kharif,Canal,River,0.41,No,99.9,Central,Low
292944,Loamy,5.98,24.2,1.05,1.85,14.05,29.3,2140.54,7.59,18.64,Potato,Harvest,Kharif,Canal,River,1.86,Yes,4.55,North,Low
570552,Loamy,7.66,48.22,1.42,3.47,29.15,65.06,575.18,5.46,6.25,Rice,Sowing,Rabi,Rainfed,Groundwater,1.16,No,64.24,West,Low
233866,Clay,7.08,45.02,0.84,1.63,36.55,52.79,1664.55,10.81,15.02,Maize,Sowing,Kharif,Drip,Reservoir,9.24,No,100.47,East,Low
507891,Loamy,5.84,56.52,0.84,2.04,20.64,40.34,1534.84,6.87,11.29,Potato,Flowering,Rabi,Drip,River,4.07,No,4.35,Central,Medium
393877,Silt,6.16,30.49,0.58,2.77,40.07,54.84,1980.94,5.51,10.28,Sugarcane,Vegetative,Kharif,Sprinkler,Rainwater,8.62,No,66.43,Central,Medium
155450,Sandy,7.39,24.31,1.25,3.01,27.15,31.34,2259.77,9.09,13.03,Maize,Vegetative,Kharif,Rainfed,Groundwater,7.61,Yes,105.15,East,Medium
75513,Sandy,5.16,36.97,1.0,3.09,16.75,54.19,1639.37,7.58,19.26,Maize,Sowing,Rabi,Drip,Groundwater,8.63,No,68.62,Central,Low
625213,Silt,7.76,18.73,0.7,2.81,15.71,40.86,2323.22,4.95,16.31,Maize,Flowering,Zaid,Drip,Reservoir,5.78,Yes,6.12,East,Medium
465336,Silt,6.14,16.38,0.66,0.69,15.02,91.8,2033.49,9.96,18.88,Rice,Vegetative,Rabi,Canal,Reservoir,3.57,Yes,72.22,Central,Medium
536685,Clay,5.96,8.25,0.84,0.97,40.21,83.69,259.22,6.44,11.99,Cotton,Vegetative,Rabi,Rainfed,River,7.56,No,100.24,West,High
22809,Silt,4.94,9.24,0.98,2.79,17.88,86.61,2187.47,7.06,3.54,Maize,Flowering,Zaid,Canal,River,1.54,No,37.72,North,Medium
93690,Silt,7.64,23.31,0.34,0.47,23.31,44.74,1337.05,4.04,11.09,Maize,Sowing,Rabi,Drip,Reservoir,5.45,No,81.22,East,Medium
147179,Sandy,5.46,21.48,0.99,0.34,21.74,81.7,595.05,8.88,6.27,Maize,Harvest,Kharif,Rainfed,Reservoir,11.86,Yes,47.21,South,Low
537369,Silt,7.5,24.9,1.33,0.95,38.97,38.06,100.51,4.54,11.15,Sugarcane,Flowering,Rabi,Drip,River,6.32,No,70.28,East,High
